SAL_CODE_2021,SAL_NAME_2021
11353,East Gresford
11354,East Hills
11355,East Jindabyne
11356,East Kangaloon
11357,East Kempsey
11358,East Killara
11359,East Kurrajong
11360,East Lindfield
11361,East Lismore
11362,East Lynne
11363,East Maitland
11364,East Ryde
11365,East Seaham
11366,East Tamworth
11367,East Wagga Wagga
11368,East Wardell
11369,Eastern Creek
11370,Eastgardens
11371,Eastlakes
11372,Eastwood (NSW)
11373,Eatonsville
11374,Ebenezer (NSW)
11375,Ebor
11376,Eccleston
11377,Edderton
11378,Eden
11379,Eden Creek
11380,Edensor Park
11381,Edenville
11382,Edgecliff
11383,Edgeroi
11384,Edgeworth
11385,Edith (NSW)
11386,Edmondson Park
11387,Edrom
11388,Eenaweena
11389,Eglinton (NSW)
11390,Eighteen Mile
11391,Elands
11392,Elanora Heights
11393,Elcombe
11394,Elderslie (Camden - NSW)
11395,Elderslie (Singleton - NSW)
11396,Eleebana
11397,Elermore Vale
11398,Elizabeth Bay
11399,Elizabeth Beach
11400,Elizabeth Hills
11401,Ellalong
11402,Elland
11403,Ellangowan (NSW)
11404,Ellenborough
11405,Ellerslie (Snowy Valleys - NSW)
11406,Ellerslie (Wentworth - NSW)
11407,Ellerston
11408,Ellis Lane
11409,Elong Elong
11410,Elrington
11411,Elsmore
11412,Eltham (NSW)
11413,Elvina Bay
11414,Emerald Beach
11415,Emerald Hill
11416,Emerton
11417,Emmaville
11418,Empire Bay
11419,Empire Vale
11420,Emu Heights (NSW)
11421,Emu Plains
11422,Emu Swamp
11423,Endrick
11424,Enfield (NSW)
11425,Engadine
11426,Englorie Park
11427,Enmore (Armidale Regional - NSW)
11428,Enmore (Inner West - NSW)
11429,Enngonia
11430,Environa
11431,Epping (NSW)
11432,Eraring
11433,Eremerang
11434,Erigolia
11435,Erin Vale
11436,Erina
11437,Erina Heights
11438,Ermington
11439,Erowal Bay
11440,Errowanbang
11441,Erskine Park
11442,Erskineville
11443,Erudgere
11444,Eschol Park
11445,Esk (NSW)
11446,Essington
11447,Estella
11448,Ettalong Beach
11449,Ettamogah
11450,Ettrema
11451,Ettrick (NSW)
11452,Euabalong
11453,Euabalong West
11454,Euberta
11455,Euchareena
11456,Eucumbene
11457,Eugowra
11458,Eulah Creek
11459,Eumungerie
11460,Eunanoreenya
11461,Eungai Creek
11462,Eungai Rail
11463,Eungella (NSW)
11464,Eureka (NSW)
11465,Eurimbla
11466,Eurobodalla
11467,Euroka
11468,Euroley
11469,Eurongilly
11470,Eurunderee
11471,Euston
11472,Evans Head
11473,Evans Plains
11474,Eveleigh
11475,Eviron
11476,Ewingar
11477,Ewingsdale
11478,Exeter (NSW)
11479,Failford
11480,Fairfield (NSW)
11481,Fairfield East
11482,Fairfield Heights
11483,Fairfield West
11484,Fairholme
11485,Fairlight
11486,Fairy Hill
11487,Fairy Meadow
11488,Falbrook
11489,Falconer
11490,Falls Creek (NSW)
11491,Far Meadow
11492,Fargunyah
11493,Farley
11494,Farmborough Heights
11495,Farnham
11496,Farrants Hill
11497,Farringdon
11498,Fassifern (NSW)
11499,Faulconbridge
11500,Faulkland
11501,Fawcetts Plain
11502,Federal (NSW)
11503,Fennell Bay
11504,Fern Bay
11505,Fern Gully
11506,Fernances
11507,Fernances Crossing
11508,Fernbank Creek
11509,Fernbrook
11510,Fernhill
11511,Fernleigh
11512,Fernmount
11513,Fernside
11514,Fernvale (NSW)
11515,Ferodale
11516,Fiddletown
11517,Fifield
11518,Figtree
11519,Findon Creek
11520,Fine Flower
11521,Fingal Bay
11522,Fingal Head
11523,Finley
11524,Firefly
11525,Fishermans Bay
11526,Fishermans Paradise
11527,Fishermans Reach
11528,Fishers Hill
11529,Fishing Point
11530,Fitzgeralds Mount
11531,Fitzgeralds Valley
11532,Fitzroy Falls
11533,Five Dock
11534,Five Ways
11535,Flat Tops
11536,Fletcher (NSW)
11537,Flinders (NSW)
11538,Floraville
11539,Forbes (NSW)
11540,Forbes Creek
11541,Forbes River
11542,Forbesdale
11543,Fords Bridge
11544,Fordwich
11545,Forest Glen (NSW)
11546,Forest Grove (NSW)
11547,Forest Hill (NSW)
11548,Forest Land
11549,Forest Lodge
11550,Forest Reefs
11551,Forestville (NSW)
11552,Forresters Beach
11553,Forster (NSW)
11554,Fortis Creek
11555,Fosters Valley
11556,Fosterton
11557,Fountaindale
11558,Four Corners
11559,Four Mile Creek (NSW)
11560,Fowlers Gap
11561,Foxground
11562,Frazer Park
11563,Frazers Creek
11564,Frederickton
11565,Freeburn Island
11566,Freemans
11567,Freemans Reach
11568,Freemans Waterhole
11569,Freemantle
11570,French Park
11571,Frenchs Forest
11572,Freshwater (NSW)
11573,Frog Rock
11574,Frogmore
11575,Frogs Hollow
11576,Frying Pan
11577,Fullerton
11578,Fullerton Cove
11579,Furracabad
11580,Gables
11581,Gadara
11582,Gala Vale
11583,Galambine
11584,Galong
11585,Galore
11586,Galston
11587,Ganbenang
11588,Gangat
11589,Ganmain
11590,Garah
11591,Garden Suburb
11592,Garema
11593,Garland
11594,Garland Valley
11595,Garoo
11596,Garra
11597,Garthowen
11598,Gateshead
11599,Gearys Flat
11600,Geehi
11601,Gelston Park
11602,Gemalla
11603,Geneva
11604,Georges Creek (NSW)
11605,Georges Hall
11606,Georges Plains
11607,Georgetown (NSW)
11608,Georgica
11609,Gerogery
11610,Gerringong
11611,Gerroa
11612,Geurie
11613,Ghinni Ghi
11614,Ghinni Ghinni
11615,Ghoolendaadi
11616,Giants Creek
11617,Gibberagee
11618,Gibraltar Range
11619,Gidginbung
11620,Gidley
11621,Gilead
11622,Gilgai
11623,Gilgandra
11624,Gilgooma
11625,Gilgunnia
11626,Gillenbah
11627,Gilletts Ridge
11628,Gillieston Heights
11629,Gilmandyke
11630,Gilmore (NSW)
11631,Gin Gin (NSW)
11632,Gineroi
11633,Ginghi
11634,Gingkin
11635,Girards Hill
11636,Girilambone
11637,Giro
11638,Girral
11639,Girralong
11640,Girraween (NSW)
11641,Girvan
11642,Gladesville
11643,Gladstone (NSW)
11644,Glanmire (NSW)
11645,Glebe (NSW)
11646,Gledswood Hills
11647,Glen Alice
11648,Glen Allen
11649,Glen Alpine
11650,Glen Davis
11651,Glen Elgin
11652,Glen Fergus
11653,Glen Innes
11654,Glen Martin
11655,Glen Nevis
11656,Glen Oak
11657,Glen Ward
11658,Glen William
11659,Glenbawn
11660,Glenbrook
11661,Glencoe (NSW)
11662,Glendale (NSW)
11663,Glendenning
11664,Glendon
11665,Glendon Brook
11666,Glenelg (NSW)
11667,Glenellen
11668,Glenfield (NSW)
11669,Glenfield Park
11670,Glengarrie
11671,Glenhaven
11672,Gleniffer
11673,Glenmore (NSW)
11674,Glenmore Park
11675,Glennies Creek
11676,Glenning Valley
11677,Glenorie
11678,Glenquarry
11679,Glenreagh
11680,Glenridding
11681,Glenrock (NSW)
11682,Glenroy (Albury - NSW)
11683,Glenroy (Snowy Valleys - NSW)
11684,Glenthorne
11685,Glenugie
11686,Glenwood (NSW)
11687,Glenworth Valley
11688,Glossodia
11689,Gloucester
11690,Gloucester Tops
11691,Goat Island
11692,Gobarralong
11693,Gobbagombalin
11694,Gocup
11695,Godfreys Creek
11696,Gogeldrie
11697,Gol Gol
11698,Gollan
11699,Golspie
11700,Gongolgon
11701,Gonn
11702,Gooandra
11703,Goobarragandra
11704,Good Forest
11705,Good Hope
11706,Goodmans Ford
11707,Goodnight
11708,Goodooga
11709,Goodwood Island
11710,Googong
11711,Goolgowi
11712,Goolhi
11713,Goolma
11714,Goolmangar
11715,Gooloogong
11716,Goombargana
11717,Goonellabah
11718,Goonengerry
11719,Goonoo Forest
11720,Goonoo Goonoo
11721,Goonumbla
11722,Goorangoola
11723,Goorianawa
11724,Gordon (NSW)
11725,Gorge Creek
11726,Gormans Hill
11727,Gorokan
11728,Gosford
11729,Gosforth
11730,Gostwyck
11731,Goulburn
11732,Gouldsville
11733,Gowan
11734,Gowang
11735,Gowrie (Singleton - NSW)
11736,Gowrie (Tamworth Regional - NSW)
11737,Grabben Gullen
11738,Gradys Creek
11739,Grafton
11740,Gragin
11741,Grahamstown
11742,Graman
11743,Grantham Farm
11744,Grants Beach
11745,Granville (NSW)
11746,Grasmere
11747,Grassy Head
11748,Grattai
11749,Gravesend
11750,Grays Point
11751,Great Mackerel Beach
11752,Great Marlow
11753,Green Cape
11754,Green Creek
11755,Green Forest
11756,Green Gully (NSW)
11757,Green Hills (Armidale Regional - NSW)
11758,Green Hills (Snowy Valleys - NSW)
11759,Green Pigeon
11760,Green Point (Central Coast - NSW)
11761,Green Point (Mid-Coast - NSW)
11762,Green Valley (NSW)
11763,Greenacre
11764,Greendale (Bega Valley - NSW)
11765,Greendale (Liverpool - NSW)
11766,Greenethorpe
11767,Greenfield Park
11768,Greengrove
11769,Greenhill (NSW)
11770,Greenhills Beach
11771,Greenlands (Singleton - NSW)
11772,Greenlands (Snowy Monaro Regional - NSW)
11773,Greenleigh
11774,Greenridge
11775,Greenwell Point
11776,Greenwich
11777,Greenwich Park
11778,Greg Greg
11779,Gregadoo
11780,Gregory Hills
11781,Greigs Flat
11782,Grenfell
11783,Gresford
11784,Greta (NSW)
11785,Greta Main
11786,Grevillia
11787,Greystanes
11788,Griffith (NSW)
11789,Grogan
11790,Grong Grong
11791,Grose Vale
11792,Grose Wold
11793,Grosses Plain
11794,Growee
11795,Guerilla Bay
11796,Guildford (NSW)
11797,Guildford West
11798,Gulargambone
11799,Gulf Creek
11800,Gulgong
11801,Gulmarrad
11802,Gum Flat
11803,Gum Scrub
11804,Gumbalie
11805,Gumble
11806,Gumly Gumly
11807,Gumma
11808,Gunbar
11809,Gundagai
11810,Gundamulda
11811,Gundaroo
11812,Gundary
11813,Gunderbooka
11814,Gunderman
11815,Gundy
11816,Gungal
11817,Gungalman
11818,Gunnedah
11819,Gunning
11820,Gunning Gap
11821,Gunningbland
11822,Gunningrah
11823,Guntawang
11824,Gurley
11825,Gurnang
11826,Gurranang
11827,Gurrundah
11828,Guyong
11829,Guyra
11830,Gwabegar
11831,Gwandalan
11832,Gwynneville
11833,Gymea
11834,Gymea Bay
11835,Haberfield
11836,Hacks Ferry
11837,Halekulani
11838,Halfway Creek
11839,Hallidays Point
11840,Halloran
11841,Halls Creek (NSW)
11842,Hallsville
11843,Halton
11844,Hambledon Hill
11845,Hamilton (NSW)
11846,Hamilton East
11847,Hamilton North
11848,Hamilton South
11849,Hamilton Valley
11850,Hamlyn Terrace
11851,Hammondville
11852,Hampden Hall
11853,Hampton (NSW)
11854,Hanging Rock
11855,Hanleys Creek
11856,Hannam Vale
11857,Hanwood
11858,Harden
11859,Hardys Bay
11860,Harefield
11861,Hargraves
11862,Harolds Cross
11863,Harparary
11864,Harpers Hill
11865,Harrington
11866,Harrington Park
11867,Harris Park
11868,Hartley (NSW)
11869,Hartley Vale
11870,Hartwood
11871,Hartys Plains
11872,Harwood
11873,Hassall Grove
11874,Hassans Walls
11875,Hastings Point
11876,Hat Head
11877,Hatfield
11878,Havilah (NSW)
11879,Hawkesbury Heights
11880,Hawks Nest
11881,Hay (NSW)
11882,Hay South
11883,Hayes Gap
11884,Haymarket
11885,Haystack
11886,Hayters Hill
11887,Haywards Bay
11888,Hazelbrook
11889,Hazelgrove
11890,Heathcote (NSW)
11891,Heatherbrae
11892,Hebden
11893,Hebersham
11894,Heckenberg
11895,Heddon Greta
11896,Heifer Station
11897,Helensburgh
11898,Henley
11899,Henty (NSW)
11900,Hereford Hall
11901,Hermidale
11902,Hermitage Flat
11903,Hernani
11904,Herons Creek
11905,Hexham (NSW)
11906,Hickeys Creek
11907,High Range
11908,Higher Macdonald
11909,Highfields (NSW)
11910,Hill End (NSW)
11911,Hill Top (Snowy Monaro Regional - NSW)
11912,Hill Top (Wingecarribee - NSW)
11913,Hilldale
11914,Hillgrove (Armidale Regional - NSW)
11915,Hillgrove (Wagga Wagga - NSW)
11916,Hillsborough (Lake Macquarie - NSW)
11917,Hillsborough (Maitland - NSW)
11918,Hillsdale
11919,Hillston
11920,Hillville
11921,Hillvue
11922,Hinchinbrook (NSW)
11923,Hinton
11924,Hobartville
11925,Hobbys Yards
11926,Hogarth Range
11927,Holbrook
11928,Holgate
11929,Hollisdale
11930,Hollydeen
11931,Holmesville
11932,Holroyd
11933,Holsworthy
11934,Holts Flat
11935,Home Rule
11936,Homebush (NSW)
11937,Homebush West
11938,Homeleigh
11939,Honeybugle
11940,Hopefield
11941,Hopkins Creek
11942,Horningsea Park
11943,Hornsby
11944,Hornsby Heights
11945,Horse Station Creek
11946,Horseshoe Bend
11947,Horseshoe Creek
11948,Horsfield Bay
11949,Horsley
11950,Horsley Park
11951,Hoskinstown
11952,Hovells Creek
11953,Howards Grass
11954,Howell
11955,Howes Valley
11956,Howick (NSW)
11957,Howlong
11958,Hoxton Park
11959,Humula
11960,Hungerford (NSW)
11961,Hunters Hill
11962,Hunterview
11963,Huntingdon
11964,Huntingwood
11965,Huntley (Orange - NSW)
11966,Huntley (Wollongong - NSW)
11967,Huntleys Cove
11968,Huntleys Point
11969,Huonbrook
11970,Hurlstone Park
11971,Hurstville
11972,Hurstville Grove
11973,Huskisson
11974,Hyams Beach
11975,Hydes Creek
11976,Hyland Park
11977,Hyndmans Creek
11978,Ilarwill
11979,Ilford
11980,Illabo
11981,Illaroo
11982,Illawong
11983,Iluka (NSW)
11984,Indi
11985,Ingebirah
11986,Ingeegoodbee
11987,Ingleburn
11988,Ingleside
11989,Innes View
11990,Inverell
11991,Invergordon (NSW)
11992,Invergowrie
11993,Iron Pot Creek
11994,Ironbark (NSW)
11995,Ironmungy
11996,Irvington
11997,Irymple (NSW)
11998,Isabella
11999,Islington
12000,Ivanhoe (NSW)
12001,Jackadgery
12002,Jacks Creek
12003,Jacksons Flat
12004,Jacky Bulbin Flat
12005,Jagumba
12006,Jagungal Wilderness
12007,Jamberoo
12008,James Creek
12009,Jamisontown
12010,Jannali
12011,Jaspers Brush
12012,Jaunter
12013,Jeir
12014,Jellat Jellat
12015,Jemalong
12016,Jembaicumbene
12017,Jennings
12018,Jenolan
12019,Jeogla
12020,Jerangle
12021,Jeremadra
12022,Jeremy
12023,Jerilderie
12024,Jerrabattgulla
12025,Jerrabomberra
12026,Jerrara
12027,Jerrawa
12028,Jerrawangala
12029,Jerrong
12030,Jerrys Plains
12031,Jerseyville
12032,Jesmond
12033,Jewells
12034,Jews Lagoon
12035,Jiggi
12036,Jilliby
12037,Jimenbuen
12038,Jincumbilly
12039,Jindabyne
12040,Jinden
12041,Jindera
12042,Jingellic
12043,Jingera
12044,Joadja
12045,Joes Box
12046,Johns River
12047,Jolly Nose
12048,Jones Bridge
12049,Jones Island
12050,Jordan Springs
12051,Judds Creek
12052,Jugiong
12053,Junction Hill
12054,Junee
12055,Junee Reefs
12056,Kahibah
12057,Kains Flat
12058,Kalang
12059,Kalaru
12060,Kalkite
12061,Kamarah
12062,Kameruka
12063,Kanahooka
12064,Kanangra
12065,Kandos
12066,Kangaloon
12067,Kangaroo Creek
12068,Kangaroo Point (NSW)
12069,Kangaroo Valley
12070,Kangaroobie
12071,Kangiara
12072,Kangy Angy
12073,Kanimbla (NSW)
12074,Kanoona
12075,Kanwal
12076,Kapooka
12077,Kaputar
12078,Karaak Flat
12079,Karabar
12080,Karangi
12081,Kareela
12082,Kariong
12083,Kars Springs
12084,Karuah
12085,Katoomba
12086,Kayuga
12087,Kearns
12088,Kearsley
12089,Keepit
12090,Keera
12091,Keerrong
12092,Keinbah
12093,Keiraville
12094,Keith Hall
12095,Kellys Plains
12096,Kellyville
12097,Kellyville Ridge
12098,Kelso (NSW)
12099,Kelvin
12100,Kembla Grange
12101,Kembla Heights
12102,Kemps Creek
12103,Kempsey
12104,Kendall
12105,Kenebri
12106,Kennaicle Creek
12107,Kensington (NSW)
12108,Kenthurst
12109,Kentlyn
12110,Kentucky
12111,Kentucky South
12112,Kerewong
12113,Keri Keri
12114,Kerrabee
12115,Kerrigundi
12116,Kerrs Creek
12117,Kew (NSW)
12118,Keybarbin
12119,Khancoban
12120,Khatambuhl
12121,Kia Ora (NSW)
12122,Kiacatoo
12123,Kiah
12124,Kiama
12125,Kiama Downs
12126,Kiama Heights
12127,Kianga (NSW)
12128,Kiar
12129,Kickabil
12130,Kielvale
12131,Kikiamah
12132,Kikoira
12133,Kilaben Bay
12134,Kilgin
12135,Kilgra
12136,Killabakh
12137,Killara (NSW)
12138,Killarney Heights
12139,Killarney Vale
12140,Killawarra (NSW)
12141,Killcare
12142,Killcare Heights
12143,Killiekrankie
12144,Killimicat
12145,Killingworth (NSW)
12146,Killongbutta
12147,Kimbriki
12148,Kinchela
12149,Kincumber
12150,Kincumber South
12151,Kindee
12152,Kindervale
12153,King Creek
12154,Kingfisher Shores
12155,Kinghorne
12156,Kings Forest
12157,Kings Langley
12158,Kings Park (NSW)
12159,Kings Plains (Blayney - NSW)
12160,Kings Plains (Inverell - NSW)
12161,Kings Point
12162,Kingscliff
12163,Kingsdale
12164,Kingsford (NSW)
12165,Kingsgate
12166,Kingsgrove
12167,Kingsland
12168,Kingstown
12169,Kingsvale
12170,Kingswood (Bega Valley - NSW)
12171,Kingswood (Penrith - NSW)
12172,Kingswood (Tamworth Regional - NSW)
12173,Kinvara
12174,Kioloa
12175,Kiora
12176,Kippara
12177,Kippaxs
12178,Kippenduff
12179,Kirkconnell
12180,Kirkham
12181,Kirrawee
12182,Kirribilli
12183,Kitchener
12184,Kiwarrak
12185,Klori
12186,Knights Hill
12187,Knockrow
12188,Knorrit Flat
12189,Knorrit Forest
12190,Kogarah
12191,Kogarah Bay
12192,Kooba
12193,Kookabookra
12194,Koolewong
12195,Koolkhan
12196,Koonawarra
12197,Koonorigan
12198,Koonyum Range
12199,Kooragang
12200,Koorainghat
12201,Koorawatha
12202,Kooringal (NSW)
12203,Kootingal
12204,Koraleigh
12205,Koreelah
12206,Korora
12207,Kosciuszko
12208,Kotara
12209,Kotara South
12210,Krambach
12211,Krawarree
12212,Kremnos
12213,Ku-ring-gai Chase
12214,Kulnura
12215,Kulwin (NSW)
12216,Kunama
12217,Kundabung
12218,Kundibakh
12219,Kundle Kundle
12220,Kungala
12221,Kunghur
12222,Kunghur Creek
12223,Kurmond
12224,Kurnell
12225,Kurraba Point
12226,Kurrajong
12227,Kurrajong Heights
12228,Kurrajong Hills
12229,Kurri Kurri
12230,Kyalite
12231,Kyarran
12232,Kybeyan
12233,Kyeamba
12234,Kyeemagh
12235,Kyle Bay
12236,Kynnumboon
12237,Kyogle
12238,La Perouse
12239,Lacmalac
12240,Lade Vale
12241,Ladysmith
12242,Laffing Waters
12243,Laggan
12244,Lagoon Grass
12245,Laguna
12246,Lake Albert (NSW)
12247,Lake Bathurst
12248,Lake Brewster
12249,Lake Burrendong
12250,Lake Cargelligo
12251,Lake Cathie
12252,Lake Conjola
12253,Lake Cowal
12254,Lake George
12255,Lake Haven
12256,Lake Heights
12257,Lake Hiawatha
12258,Lake Hume Village
12259,Lake Illawarra
12260,Lake Innes
12261,Lake Macquarie
12262,Lake Munmorah
12263,Lake Tabourie
12264,Lake Wyangan
12265,Lakelands (NSW)
12266,Lakemba
12267,Lakesland
12268,Lakewood
12269,Lalalty
12270,Lalor Park
12271,Lambs Valley (Glen Innes Severn - NSW)
12272,Lambs Valley (Singleton - NSW)
12273,Lambton
12274,Landervale
12275,Lane Cove
12276,Lane Cove North
12277,Lane Cove West
12278,Langley Vale
12279,Lanitza
12280,Lankeys Creek
12281,Lansdowne (Canterbury-Bankstown - NSW)
12282,Lansdowne (Mid-Coast - NSW)
12283,Lansdowne Forest
12284,Lansvale
12285,Lapstone
12286,Larbert
12287,Largs
12288,Larnook
12289,Larras Lee
12290,Laughtondale
12291,Laurel Hill
12292,Laurieton
12293,Lavadia
12294,Lavender Bay
12295,Laverstock
12296,Lavington
12297,Lawrence (NSW)
12298,Lawson (NSW)
12299,Leadville
12300,Leconfield
12301,Lee Creek
12302,Leeton
12303,Leets Vale
12304,Leeville
12305,Legume
12306,Leichhardt (NSW)
12307,Lemington
12308,Lemon Tree
12309,Lemon Tree Passage
12310,Len Waters Estate
12311,Lenaghan
12312,Lennox Head
12313,Leonay
12314,Leppington
12315,Lerida
12316,Lethbridge Park
12317,Leumeah
12318,Leura
12319,Levenstrath
12320,Lewinsbrook
12321,Lewis Ponds
12322,Lewisham (NSW)
12323,Leycester
12324,Liberty Grove
12325,Lidcombe
12326,Liddell
12327,Lidsdale
12328,Lidster
12329,Lightning Ridge
12330,Lilli Pilli (Eurobodalla - NSW)
12331,Lilli Pilli (Sutherland Shire - NSW)
12332,Lillian Rock
12333,Lilydale (NSW)
12334,Lilyfield
12335,Lilyvale (NSW)
12336,Limbri
12337,Limeburners Creek (Mid-Coast - NSW)
12338,Limeburners Creek (Port Macquarie-Hastings - NSW)
12339,Limekilns
12340,Limerick
12341,Limestone (NSW)
12342,Limpinwood
12343,Linburn
12344,Linden (NSW)
12345,Lindendale
12346,Lindesay
12347,Lindesay Creek
12348,Lindfield
12349,Lindifferon
12350,Linley Point
12351,Lionsville
12352,Lisarow
12353,Lismore (NSW)
12354,Lismore Heights
12355,Liston
12356,Lithgow
12357,Little Back Creek
12358,Little Bay
12359,Little Billabong
12360,Little Forest
12361,Little Hartley
12362,Little Jacks Creek
12363,Little Jilliby
12364,Little Pelican
12365,Little Plain
12366,Little River (NSW)
12367,Little Topar
12368,Little Wobby
12369,Littleton
12370,Liverpool
12371,Llanarth (NSW)
12372,Llandilo
12373,Llangothlin
12374,Lloyd
12375,Loadstone
12376,Lochiel (NSW)
12377,Lochinvar
12378,Lockhart
12379,Locksley (NSW)
12380,Loftus
12381,Loftville
12382,Logans Crossing
12383,Logie Brae
12384,Londonderry (NSW)
12385,Long Beach
12386,Long Flat (NSW)
12387,Long Jetty
12388,Long Plain (Inverell - NSW)
12389,Long Plain (Snowy Monaro Regional - NSW)
12390,Long Point (Campbelltown - NSW)
12391,Long Point (Singleton - NSW)
12392,Longarm
12393,Longreach (NSW)
12394,Longueville
12395,Loomberah
12396,Lord Howe Island
12397,Lords Hill
12398,Lorn
12399,Lorne (NSW)
12400,Lost River
12401,Lostock
12402,Louisa Creek
12403,Louth
12404,Louth Park
12405,Lovedale
12406,Lovett Bay
12407,Lowanna
12408,Lower Acacia Creek
12409,Lower Bago
12410,Lower Belford
12411,Lower Boro
12412,Lower Bottle Creek
12413,Lower Creek
12414,Lower Duck Creek
12415,Lower Dyraaba
12416,Lower Lewis Ponds
12417,Lower Macdonald
12418,Lower Mangrove
12419,Lower Pappinbarra
12420,Lower Peacock
12421,Lower Portland
12422,Lower Southgate
12423,Lowesdale
12424,Lowther
12425,Loxford
12426,Lucas Heights
12427,Lucknow (NSW)
12428,Luddenham
12429,Lue
12430,Lugarno
12431,Lurnea
12432,Luskintyre
12433,Lynchs Creek
12434,Lyndhurst (Armidale Regional - NSW)
12435,Lyndhurst (Blayney - NSW)
12436,Lynwood (NSW)
12437,Mabins Well
12438,Macdonalds Creek
12439,Macksville
12440,Maclean
12441,Macmasters Beach
12442,Macquarie Fields
12443,Macquarie Hills
12444,Macquarie Links
12445,Macquarie Marshes
12446,Macquarie Park
12447,Macquarie Pass
12448,Maddens Plains
12449,Maffra (NSW)
12450,Magenta (NSW)
12451,Magometon
12452,Maianbar
12453,Maimuru
12454,Main Arm
12455,Main Creek
12456,Mairjimmy
12457,Maison Dieu
12458,Maitland (NSW)
12459,Maitland Bar
12460,Maitland Vale
12461,Majors Creek (NSW)
12462,Malabar
12463,Malabugilmah
12464,Maldon (NSW)
12465,Mallabula
12466,Mallan
12467,Mallanganee
12468,Mallee
12469,Mallowa
12470,Maloneys Beach
12471,Malua Bay
12472,Manar
12473,Manchester Square
12474,Mandagery
12475,Mandalong
12476,Mandemar
12477,Mandurama
12478,Mangerton
12479,Mangoola
12480,Mangoplah
12481,Mangrove Creek
12482,Mangrove Mountain
12483,Manildra
12484,Manilla
12485,Manly (NSW)
12486,Manly Vale
12487,Mannering Park
12488,Manning Point
12489,Mannus
12490,Manobalai
12491,Manton (NSW)
12492,Manyana
12493,Maragle
12494,Maraylya
12495,Marayong
12496,March
12497,Marchmont
12498,Mardi
12499,Marengo (NSW)
12500,Mares Run
12501,Marinna
12502,Marks Point
12503,Markwell
12504,Marlee
